İlan No,İlan Tarihi,Marka,Seri,Model,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Motor Hacmi,Motor Gücü,Çekiş,Araç Durumu,Ort. Yakıt Tüketimi,Yakıt Deposu,Boya-değişen,Takasa Uygun,Kimden,Fiyat,Ağır Hasarlı,Motor Gücü (kW),Batarya Voltajı (V),Menzil,Şarj Süresi,Pil Kapasitesi (kWh),Plaka Uyruğu
Kopyalandı30574888,30 Haziran 2025,Fiat,Uno,1.4 ie SX,1998,232.111 km,Düz,LPG & Benzin,Hatchback/5,Beyaz,1372 cc,71 hp,Önden Çekiş,İkinci El,,42 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,185.000 TL,,,,,,,
Kopyalandı29185280,30 Haziran 2025,Citroen,C3,1.4 X Furio,2008,183.000 km,Düz,Benzin,Hatchback/5,Gri,1360 cc,76 hp,Önden Çekiş,İkinci El,"6,1 lt",47 lt,"1 değişen, 3 boyalı",Takasa Uygun Değil,Sahibinden,366.000 TL,,,,,,,
Kopyalandı26576528,30 Haziran 2025,Peugeot,301,1.6 HDi Active,2016,418.000 km,Düz,Dizel,Sedan,Beyaz,1560 cc,93 hp,Önden Çekiş,İkinci El,"4,3 lt",50 lt,6 boyalı,,Sahibinden,420.000 TL,,,,,,,
Kopyalandı30611607,30 Haziran 2025,Chevrolet,Cruze,1.6 Sport Plus,2012,208.000 km,Düz,Benzin,Sedan,Beyaz,1598 cc,124 hp,Önden Çekiş,İkinci El,"6,6 lt",60 lt,4 boyalı,Takasa Uygun,Galeriden,539.000 TL,,,,,,,
Kopyalandı30611595,30 Haziran 2025,Nissan,Micra,1.2 Tekna,2022,32.335 km,Otomatik,Benzin,Hatchback/5,Beyaz,1200 cm3' e kadar,76 - 100 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,1.169.000 TL,,,,,,,
Kopyalandı30611589,30 Haziran 2025,Ford,Focus,1.5 TDCi Titanium X,2023,78.375 km,Otomatik,Dizel,Sedan,Beyaz,1500 cc,115 hp,Önden Çekiş,İkinci El,"4,5 lt",47 lt,Tamamı orjinal,Takasa Uygun,Galeriden,1.579.000 TL,,,,,,,
Kopyalandı30611584,30 Haziran 2025,Volkswagen,Passat,1.5 TSi Elegance,2020,50.226 km,Otomatik,Benzin,Sedan,Gri,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,İkinci El,,,4 boyalı,Takasa Uygun,Galeriden,2.189.500 TL,,,,,,,
Kopyalandı30611478,30 Haziran 2025,Renault,Symbol,1.4 Expression,2011,304.000 km,Düz,LPG & Benzin,Sedan,Gri (metalik),1390 cc,75 hp,Önden Çekiş,İkinci El,"7,1 lt",50 lt,Belirtilmemiş,Takasa Uygun,Galeriden,320.000 TL,,,,,,,
Kopyalandı28346141,30 Haziran 2025,Fiat,Egea,1.6 Multijet Lounge Plus,2017,250.000 km,Yarı Otomatik,Dizel,Sedan,Bej,1598 cc,120 hp,Önden Çekiş,İkinci El,"3,9 lt",45 lt,"1 değişen, 2 boyalı",Takasa Uygun,Sahibinden,610.000 TL,,,,,,,
Kopyalandı30611317,30 Haziran 2025,Audi,A5,A5 Cabrio 2.0 TFSI Quattro,2025,55.555.555 km,Düz,Benzin,Cabrio,Füme,,,,İkinci El,,,Belirtilmemiş,,Sahibinden,555.555.555 TL,,,,,,,
Kopyalandı30611187,30 Haziran 2025,Audi,A5,A5 Cabrio 2.0 TFSI Quattro,2025,55.555.555 km,Düz,Benzin,Cabrio,Füme,,,,İkinci El,,,Belirtilmemiş,,Sahibinden,555.555.552 TL,,,,,,,
Kopyalandı30610936,30 Haziran 2025,Audi,A5,A5 Cabrio 2.0 TFSI Quattro,2025,55.555.555 km,Düz,Benzin,Cabrio,Füme,,,,İkinci El,,,Belirtilmemiş,,Sahibinden,555.555.555 TL,,,,,,,
Kopyalandı30576644,30 Haziran 2025,Opel,Astra,1.6 Comfort,2004,258.000 km,Düz,LPG & Benzin,Hatchback/5,Beyaz,1598 cc,100 hp,Önden Çekiş,İkinci El,"7,1 lt",52 lt,"1 değişen, 4 boyalı",,Sahibinden,410.000 TL,,,,,,,
Kopyalandı30576541,30 Haziran 2025,Tofaş,Kartal,Kartal 5 Vites,1992,10.000 km,Düz,LPG & Benzin,Station wagon,Beyaz,1581 cc,83 hp,Arkadan İtiş,İkinci El,,52 lt,Tamamı boyalı,,Sahibinden,150.000 TL,,,,,,,
Kopyalandı27493189,30 Haziran 2025,Fiat,Punto,EVO 1.4 Fire Dynamic,2011,213.000 km,Düz,LPG & Benzin,Hatchback/5,Gri (Gümüş),1368 cc,77 hp,Önden Çekiş,İkinci El,"5,9 lt",45 lt,Belirtilmemiş,,Sahibinden,458.000 TL,,,,,,,
Kopyalandı30611126,30 Haziran 2025,Audi,A5,A5 Cabrio 2.0 TFSI Quattro,2025,11.111.111 km,Düz,Benzin,Cabrio,Gri (Gümüş),,,,İkinci El,,,Belirtilmemiş,,Sahibinden,555.555.555 TL,,,,,,,
Kopyalandı30611022,30 Haziran 2025,Volkswagen,Bora,1.6 Comfortline,1999,270.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1595 cc,101 hp,Önden Çekiş,İkinci El,"7,7 lt",55 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,290.000 TL,,,,,,,
Kopyalandı30576482,30 Haziran 2025,Renault,Clio,1.5 dCi Touch,2018,153.000 km,Düz,Dizel,Hatchback/5,Gri (Gümüş),1461 cc,90 hp,Önden Çekiş,İkinci El,"3,6 lt",45 lt,2 boyalı,Takasa Uygun Değil,Sahibinden,763.500 TL,,,,,,,
Kopyalandı30576395,30 Haziran 2025,Renault,Fluence,1.5 dCi Expression,2010,225.000 km,Düz,Dizel,Sedan,Gri,1461 cc,85 hp,Önden Çekiş,İkinci El,"4,5 lt",60 lt,"1 değişen, 1 boyalı",Takasa Uygun Değil,Sahibinden,450.000 TL,,,,,,,
Kopyalandı30576202,30 Haziran 2025,Ford,Focus,1.6 Trend X,2009,235.000 km,Otomatik,LPG & Benzin,Sedan,Gri (Gümüş),1596 cc,100 hp,Önden Çekiş,İkinci El,"6,7 lt",55 lt,"2 değişen, 7 boyalı",,Sahibinden,510.000 TL,Evet,,,,,,
Kopyalandı30576110,30 Haziran 2025,Volkswagen,Jetta,1.6 TDi Comfortline,2014,216.000 km,Düz,Dizel,Sedan,Füme,1598 cc,105 hp,Önden Çekiş,İkinci El,"4,5 lt",55 lt,"1 değişen, 9 boyalı",,Sahibinden,750.000 TL,,,,,,,
Kopyalandı29333653,30 Haziran 2025,Renault,Fluence,1.6 Privilege,2011,212.000 km,Otomatik,Benzin,Sedan,Füme,1598 cc,105 hp,Önden Çekiş,İkinci El,"7,7 lt",60 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,580.000 TL,,,,,,,
Kopyalandı30611499,30 Haziran 2025,Kia,Rio,1.25 CVVT Fancy,2012,173.000 km,Düz,Benzin,Hatchback/5,Siyah,1248 cc,85 hp,Önden Çekiş,İkinci El,"5,1 lt",43 lt,"1 değişen, 7 boyalı",Takasa Uygun Değil,Galeriden,515.000 TL,,,,,,,
Kopyalandı30611495,30 Haziran 2025,Renault,Megane,1.5 Blue DCI Joy,2022,58.700 km,Otomatik,Dizel,Sedan,Mavi,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,"1 değişen, 3 boyalı",Takasa Uygun,Galeriden,1.185.000 TL,,,,,,,
Kopyalandı30611475,30 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2015,163.500 km,Otomatik,Dizel,Sedan,Gri,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,"3 değişen, 2 boyalı",Takasa Uygun Değil,Galeriden,1.320.000 TL,,,,,,,
Kopyalandı30611474,30 Haziran 2025,Mercedes - Benz,C,C 200 d BlueTEC Fascination,2016,154.000 km,Otomatik,Dizel,Sedan,Beyaz,1598 cc,136 hp,Arkadan İtiş,İkinci El,"4,2 lt",41 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,1.615.000 TL,,,,,,,
Kopyalandı30576574,30 Haziran 2025,Mini,Cooper,1.5 D Chili,2014,135.000 km,Otomatik,Dizel,Hatchback/5,Sarı,1496 cc,116 hp,Önden Çekiş,İkinci El,"3,8 lt",44 lt,Belirtilmemiş,,Sahibinden,1.045.000 TL,,,,,,,
Kopyalandı30576530,30 Haziran 2025,Fiat,Palio,1.3 Multijet Active Sole,2010,167.000 km,Düz,Dizel,Hatchback/5,Beyaz,1248 cc,70 hp,Önden Çekiş,İkinci El,"4,6 lt",51 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,415.000 TL,,,,,,,
Kopyalandı30576497,30 Haziran 2025,Toyota,Corolla,1.6 Terra,1999,297.000 km,Düz,LPG & Benzin,Sedan,Gri,1598 cc,110 hp,Önden Çekiş,İkinci El,"6,9 lt",50 lt,5 boyalı,,Sahibinden,310.000 TL,,,,,,,
Kopyalandı29964510,30 Haziran 2025,Audi,A5,A5 Cabrio 45 TFSI Quattro S Line,2023,23.000 km,Otomatik,Benzin,Cabrio,Füme,1801 - 2000 cm3,251 - 275 HP,4WD (Sürekli),İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,4.565.000 TL,,,,,,,
Kopyalandı29182717,30 Haziran 2025,Hyundai,i10,1.0 D-CVVT Style,2014,210.000 km,Düz,LPG & Benzin,Hatchback/5,Beyaz,998 cc,65 hp,Önden Çekiş,İkinci El,"5,1 lt",40 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,505.000 TL,,,,,,,
Kopyalandı27581321,30 Haziran 2025,Renault,Megane,1.3 TCe Icon,2023,39.250 km,Otomatik,Benzin,Sedan,Siyah,,,,İkinci El,,,Belirtilmemiş,,Sahibinden,1.465.000 TL,,,,,,,
Kopyalandı30611462,30 Haziran 2025,Volkswagen,Polo,1.6,1997,300.000 km,Düz,Benzin,Hatchback/5,Mavi,1598 cc,75 hp,Önden Çekiş,İkinci El,"6,9 lt",45 lt,11 boyalı,Takasa Uygun,Galeriden,210.000 TL,,,,,,,
Kopyalandı30611446,30 Haziran 2025,Fiat,Egea,1.3 Multijet Easy,2016,126.000 km,Düz,Dizel,Sedan,Beyaz,1248 cc,95 hp,Önden Çekiş,İkinci El,"4,1 lt",45 lt,2 boyalı,Takasa Uygun,Galeriden,695.000 TL,,,,,,,
Kopyalandı30611445,30 Haziran 2025,Fiat,Egea,1.3 Multijet Urban,2017,80.000 km,Düz,Dizel,Sedan,Beyaz,1248 cc,95 hp,Önden Çekiş,İkinci El,"4,1 lt",45 lt,4 boyalı,Takasa Uygun,Galeriden,790.000 TL,,,,,,,
Kopyalandı30611444,30 Haziran 2025,Renault,Clio,1.5 dCi Authentique,2007,265.000 km,Düz,Dizel,Sedan,Gri,1461 cc,65 hp,Önden Çekiş,İkinci El,5 lt,50 lt,"1 değişen, 3 boyalı",Takasa Uygun Değil,Galeriden,311.950 TL,,,,,,,
Kopyalandı30611431,30 Haziran 2025,Fiat,Egea,1.4 Fire Urban Plus,2020,100.000 km,Düz,Benzin,Sedan,Beyaz,1368 cc,95 hp,Önden Çekiş,İkinci El,"5,7 lt",45 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,725.000 TL,,,,,,,
Kopyalandı30576492,30 Haziran 2025,Ford,Focus,1.6 TDCi Titanium,2013,240.000 km,Düz,Dizel,Sedan,Beyaz,1560 cc,115 hp,Önden Çekiş,İkinci El,"4,2 lt",53 lt,Tamamı orjinal,,Sahibinden,820.000 TL,,,,,,,
Kopyalandı30575972,30 Haziran 2025,Renault,Fluence,1.5 dCi Extreme Edition,2012,231.000 km,Otomatik,Dizel,Sedan,Gri,,,,İkinci El,,,3 boyalı,,Sahibinden,540.000 TL,,,,,,,
Kopyalandı29114789,30 Haziran 2025,Renault,Clio,0.9 TCe Joy,2019,102.000 km,Düz,Benzin,Hatchback/5,Beyaz,898 cc,90 hp,Önden Çekiş,İkinci El,5 lt,45 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,720.000 TL,,,,,,,
Kopyalandı28929150,30 Haziran 2025,Hyundai,i20,1.4 CRDi Elite,2017,128.000 km,Düz,Dizel,Hatchback/5,Beyaz,1396 cc,90 hp,Önden Çekiş,İkinci El,"4,1 lt",45 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,850.000 TL,,,,,,,
Kopyalandı30611402,30 Haziran 2025,Renault,Megane,1.5 dCi Sport Tourer GT-Line,2012,405.000 km,Otomatik,Dizel,Station wagon,Siyah,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,7 boyalı,Takasa Uygun Değil,Galeriden,465.000 TL,,,,,,,
Kopyalandı25955765,30 Haziran 2025,Peugeot,508,1.6 e-HDi Active,2012,191.000 km,Yarı Otomatik,Dizel,Sedan,Gri (metalik),1560 cc,114 hp,Önden Çekiş,İkinci El,"4,4 lt",72 lt,2 boyalı,Takasa Uygun,Sahibinden,745.000 TL,,,,,,,
Kopyalandı30611370,30 Haziran 2025,Renault,Clio,1.0 TCe Evolution,2024,30.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1200 cm3' e kadar,76 - 100 HP,Önden Çekiş,İkinci El,,,1 boyalı,Takasa Uygun,Galeriden,1.140.000 TL,,,,,,,
Kopyalandı30611367,30 Haziran 2025,Renault,Megane,1.6 Joy,2019,85.000 km,Düz,Benzin,Sedan,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun Değil,Galeriden,950.000 TL,,,,,,,
Kopyalandı30611365,30 Haziran 2025,Citroen,C3,1.2 PureTech Shine,2024,6.064 km,Otomatik,Benzin,Hatchback/5,Gri,1200 cm3' e kadar,101 - 125 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,1.180.000 TL,,,,,,,
Kopyalandı30611364,30 Haziran 2025,Renault,Megane,1.5 Blue DCI Joy,2020,99.500 km,Otomatik,Dizel,Sedan,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,"1 değişen, 1 boyalı",Takasa Uygun,Galeriden,1.070.000 TL,,,,,,,
Kopyalandı30611362,30 Haziran 2025,Volkswagen,Passat,1.5 TSi Business,2020,70.000 km,Otomatik,Benzin,Sedan,Siyah,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,1.760.000 TL,,,,,,,
Kopyalandı30611358,30 Haziran 2025,Renault,Megane,1.3 TCe Joy Comfort,2022,75.000 km,Otomatik,Benzin,Sedan,Beyaz,1201 - 1400 cm3,126 - 150 HP,Önden Çekiş,İkinci El,,,2 boyalı,Takasa Uygun Değil,Galeriden,1.175.000 TL,,,,,,,
Kopyalandı30611357,30 Haziran 2025,BMW,5 Serisi,520i Comfort,2014,206.000 km,Otomatik,Benzin,Sedan,Kahverengi,1401 - 1600 cm3,151 - 175 HP,Arkadan İtiş,İkinci El,,,"1 değişen, 2 boyalı",Takasa Uygun Değil,Galeriden,1.345.000 TL,,,,,,,
Kopyalandı29343490,30 Haziran 2025,Opel,Corsa,1.2 T GS,2023,24.000 km,Otomatik,Benzin,Hatchback/5,Füme,1200 cm3' e kadar,76 - 100 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun Değil,Galeriden,1.280.000 TL,,,,,,,
Kopyalandı26928424,30 Haziran 2025,Opel,Astra,1.6 Enjoy,2008,227.000 km,Düz,LPG & Benzin,Sedan,Gri,,,Önden Çekiş,İkinci El,,,2 boyalı,Takasa Uygun,Sahibinden,480.000 TL,,,,,,,
Kopyalandı30611333,30 Haziran 2025,Renault,Megane,1.5 dCi Touch,2018,190.000 km,Otomatik,Dizel,Sedan,Gri,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,975.000 TL,,,,,,,
Kopyalandı30611331,30 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion Trendline,2014,230.000 km,Otomatik,Dizel,Sedan,Kahverengi,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,1.080.000 TL,,,,,,,
Kopyalandı30611329,30 Haziran 2025,Opel,Astra,1.3 CDTI Cosmo,2012,24.000 km,Düz,Dizel,Hatchback/5,Lacivert,1201 - 1400 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,3 boyalı,Takasa Uygun,Galeriden,615.000 TL,,,,,,,
Kopyalandı30611328,30 Haziran 2025,Audi,A3,A3 Sedan 1.6 TDI Ambition,2013,310.000 km,Otomatik,Dizel,Sedan,Siyah,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,915.000 TL,,,,,,,
Kopyalandı30611327,30 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion Business,2020,165.000 km,Otomatik,Dizel,Sedan,Gri,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,1 değişen,Takasa Uygun,Galeriden,1.580.000 TL,,,,,,,
Kopyalandı30611326,30 Haziran 2025,BMW,5 Serisi,520d Premium,2014,330.000 km,Otomatik,Dizel,Sedan,Beyaz,1995 cc,190 hp,Arkadan İtiş,İkinci El,"4,1 lt",70 lt,"3 değişen, 5 boyalı",Takasa Uygun,Galeriden,1.190.000 TL,,,,,,,
Kopyalandı30611316,30 Haziran 2025,Opel,Astra,1.6 Edition,2018,99.000 km,Düz,Benzin,Sedan,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun Değil,Galeriden,785.000 TL,,,,,,,
Kopyalandı30611306,30 Haziran 2025,Volkswagen,Passat,1.5 TSi Business,2020,148.000 km,Otomatik,Benzin,Sedan,Gri,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,İkinci El,,,"1 değişen, 4 boyalı",Takasa Uygun,Galeriden,1.485.000 TL,,,,,,,
Kopyalandı30611303,30 Haziran 2025,Ford,Focus,1.6 TDCi Titanium,2013,226.000 km,Düz,Dizel,Hatchback/5,Gri,1560 cc,115 hp,Önden Çekiş,İkinci El,"4,2 lt",53 lt,"1 değişen, 2 boyalı",Takasa Uygun,Galeriden,675.000 TL,,,,,,,
Kopyalandı30611286,30 Haziran 2025,Hyundai,i20,1.2 MPI Elite,2015,178.000 km,Düz,Benzin,Hatchback/5,Beyaz,1201 - 1400 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,1 boyalı,Takasa Uygun,Galeriden,825.000 TL,,,,,,,
Kopyalandı30607803,30 Haziran 2025,Chevrolet,Cruze,1.6 LT Plus,2012,88.500 km,Otomatik,Benzin,Sedan,Beyaz,1598 cc,124 hp,Önden Çekiş,İkinci El,"7,4 lt",60 lt,3 boyalı,Takasa Uygun,Galeriden,689.000 TL,,,,,,,
Kopyalandı29303224,30 Haziran 2025,Opel,Corsa,1.4 GLS,1998,255.000 km,Otomatik,LPG & Benzin,Hatchback/5,Sarı,1389 cc,90 hp,Önden Çekiş,İkinci El,"8,2 lt",42 lt,Belirtilmemiş,,Sahibinden,310.000 TL,,,,,,,
Kopyalandı28241234,30 Haziran 2025,Fiat,Egea,1.3 Multijet Easy,2019,175.000 km,Düz,Dizel,Sedan,Beyaz,1248 cc,95 hp,Önden Çekiş,İkinci El,"4,1 lt",45 lt,2 boyalı,,Sahibinden,649.000 TL,,,,,,,
Kopyalandı27358586,30 Haziran 2025,Opel,Astra,1.3 CDTI Essentia,2011,184.000 km,Yarı Otomatik,Dizel,Hatchback/5,Gri (Gümüş),1248 cc,90 hp,Önden Çekiş,İkinci El,5 lt,52 lt,"3 değişen, 6 boyalı",,Sahibinden,530.000 TL,,,,,,,
Kopyalandı27072830,30 Haziran 2025,Fiat,Egea,1.4 Fire Easy Plus,2023,19.000 km,Düz,Benzin,Sedan,Füme,1368 cc,95 hp,Önden Çekiş,İkinci El,"6,4 lt",45 lt,Belirtilmemiş,,Sahibinden,855.000 TL,,,,,,,
Kopyalandı25350094,30 Haziran 2025,Toyota,Auris,1.4 D-4D Advance Skypack,2013,183.500 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1364 cc,90 hp,Önden Çekiş,İkinci El,"4,2 lt",50 lt,"1 değişen, 1 boyalı",Takasa Uygun Değil,Sahibinden,850.000 TL,,,,,,,
Kopyalandı30611282,30 Haziran 2025,Hyundai,Getz,1.3 GLS,2004,225.000 km,Otomatik,Benzin,Hatchback/5,Mavi,1341 cc,82 hp,Önden Çekiş,İkinci El,"7,6 lt",45 lt,Tamamı orjinal,Takasa Uygun,Galeriden,455.000 TL,,,,,,,
Kopyalandı30611279,30 Haziran 2025,Toyota,Corolla,1.5 Dream,2022,57.200 km,Otomatik,Benzin,Sedan,Gri,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun Değil,Galeriden,1.325.000 TL,,,,,,,
Kopyalandı30611101,30 Haziran 2025,Mercedes - Benz,A,A 180 d AMG,2016,225.600 km,Otomatik,Dizel,Hatchback/5,Kırmızı,-,-,-,İkinci El,,,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,1.230.000 TL,,,,,,,
Kopyalandı30609677,30 Haziran 2025,Volkswagen,Golf,1.0 TSi Highline,2018,100.000 km,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,999 cc,110 hp,Önden Çekiş,İkinci El,5 lt,50 lt,2 değişen,,Sahibinden,1.250.000 TL,,,,,,,
Kopyalandı30609219,30 Haziran 2025,Kia,Ceed,1.6 CRDi Elegance Sunroof,2019,97.500 km,Yarı Otomatik,Dizel,Hatchback/5,Mavi,1598 cc,136 hp,Önden Çekiş,İkinci El,"4,3 lt",50 lt,1 boyalı,,Sahibinden,1.285.000 TL,,,,,,,
Kopyalandı29147824,30 Haziran 2025,Opel,Corsa,1.3 CDTI Essentia,2007,210.000 km,Düz,Dizel,Hatchback/5,Gri,1248 cc,75 hp,Önden Çekiş,İkinci El,"4,6 lt",45 lt,Belirtilmemiş,,Sahibinden,415.000 TL,,,,,,,
Kopyalandı28538450,30 Haziran 2025,Opel,Astra,1.3 CDTI Enjoy,2006,289.000 km,Düz,Dizel,Hatchback/5,Gri (titanyum),1248 cc,90 hp,Önden Çekiş,İkinci El,"4,8 lt",52 lt,2 değişen,Takasa Uygun,Sahibinden,370.000 TL,,,,,,,
Kopyalandı28452153,30 Haziran 2025,Hyundai,Elantra,1.6 D-CVVT Tune,2013,161.750 km,Düz,LPG & Benzin,Sedan,Siyah,1591 cc,132 hp,Önden Çekiş,İkinci El,"6,4 lt",48 lt,Belirtilmemiş,,Sahibinden,755.000 TL,,,,,,,
Kopyalandı28116818,30 Haziran 2025,Fiat,Egea,1.4 Fire Urban,2021,48.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1368 cc,95 hp,Önden Çekiş,İkinci El,"6,4 lt",45 lt,1 boyalı,Takasa Uygun Değil,Sahibinden,852.500 TL,,,,,,,
Kopyalandı27152452,30 Haziran 2025,Hyundai,Getz,1.3 GLS,2004,227.000 km,Düz,LPG & Benzin,Hatchback/5,Siyah,1341 cc,82 hp,Önden Çekiş,İkinci El,"6,2 lt",45 lt,"2 değişen, 3 boyalı",Takasa Uygun Değil,Sahibinden,330.000 TL,,,,,,,
Kopyalandı25206019,30 Haziran 2025,Skoda,Octavia,1.6 Ambiente,2006,197.000 km,Düz,LPG & Benzin,Hatchback/5,Füme,1595 cc,102 hp,Önden Çekiş,İkinci El,"7,2 lt",55 lt,"3 değişen, 3 boyalı",Takasa Uygun,Sahibinden,550.000 TL,,,,,,,
Kopyalandı23029353,30 Haziran 2025,Renault,Fluence,1.5 dCi Extreme,2011,274.000 km,Düz,Dizel,Sedan,Gri (Gümüş),1461 cc,85 hp,Önden Çekiş,İkinci El,"4,5 lt",60 lt,"1 değişen, 11 boyalı",Takasa Uygun,Sahibinden,495.000 TL,,,,,,,
Kopyalandı30610885,30 Haziran 2025,Fiat,Egea,1.6 Multijet Urban,2017,261.800 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,İkinci El,"3,9 lt",45 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,755.000 TL,,,,,,,
Kopyalandı30610526,30 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,2015,190.000 km,Yarı Otomatik,Dizel,Sedan,Gri,1598 cc,120 hp,Önden Çekiş,İkinci El,4 lt,66 lt,1 boyalı,,Sahibinden,1.420.000 TL,,,,,,,
Kopyalandı30609440,30 Haziran 2025,Volkswagen,Golf,1.0 eTSI Life,2022,16.000 km,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,999 cc,110 hp,Önden Çekiş,İkinci El,4 lt,50 lt,Belirtilmemiş,,Sahibinden,1.480.000 TL,,,,,,,
Kopyalandı29202359,30 Haziran 2025,Seat,Leon,1.6 Reference,2006,282.000 km,Düz,Benzin,Hatchback/5,Siyah,1595 cc,102 hp,Önden Çekiş,İkinci El,"7,6 lt",55 lt,4 boyalı,,Sahibinden,400.000 TL,,,,,,,
Kopyalandı28816541,30 Haziran 2025,Fiat,Punto,1.3 Multijet Dynamic,2009,345.000 km,Düz,Dizel,Hatchback/5,Gri (Gümüş),1251 cc,70 hp,Önden Çekiş,İkinci El,"4,5 lt",47 lt,Belirtilmemiş,,Sahibinden,305.000 TL,,,,,,,
Kopyalandı27910268,30 Haziran 2025,Opel,Vectra,1.8 GL,1994,400.000 km,Düz,LPG & Benzin,Sedan,Bordo,1796 cc,90 hp,Önden Çekiş,İkinci El,,,10 boyalı,Takasa Uygun,Sahibinden,210.000 TL,,,,,,,
Kopyalandı30611142,30 Haziran 2025,Hyundai,Getz,1.5 CRDi VGT,2007,420.000 km,Düz,Dizel,Hatchback/5,Siyah,1493 cc,110 hp,Önden Çekiş,İkinci El,"4,5 lt",45 lt,Tamamı orjinal,Takasa Uygun,Galeriden,189.000 TL,,,,,,,
Kopyalandı30611141,30 Haziran 2025,Dacia,Logan,1.5 dCi MCV Ambiance,2012,380.000 km,Düz,Dizel,Station wagon,Beyaz,1401 - 1600 cm3,51 - 75 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,239.000 TL,,,,,,,
Kopyalandı30610958,30 Haziran 2025,Volkswagen,Polo,1.4 Comfortline,2010,184.000 km,Düz,Benzin,Hatchback/5,Siyah,1390 cc,85 hp,Önden Çekiş,İkinci El,"5,9 lt",45 lt,"1 değişen, 1 boyalı",Takasa Uygun,Galeriden,600.000 TL,,,,,,,
Kopyalandı30608631,30 Haziran 2025,Seat,Leon,1.5 EcoTSI FR,2020,81.000 km,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,1498 cc,150 hp,Önden Çekiş,İkinci El,"5,1 lt",50 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,1.500.000 TL,,,,,,,
Kopyalandı30516253,30 Haziran 2025,Volkswagen,Polo,1.0 TSi Life,2024,6.001 km,Otomatik,Benzin,Hatchback/5,Gri,1200 cm3' e kadar,76 - 100 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,1.359.000 TL,,,,,,,
Kopyalandı29214986,30 Haziran 2025,Tofaş,Kartal,Kartal 5 Vites,1991,267.000 km,Düz,LPG & Benzin,Station wagon,Kırmızı,1581 cc,83 hp,Arkadan İtiş,İkinci El,,52 lt,Tamamı boyalı,,Sahibinden,108.000 TL,,,,,,,
